season,week,celebrity_name,judge_score_pct,judge_rank,eliminated_this_week,withdrew_this_week,mechanism,fan_share_mean,fan_share_median,fan_share_p05,fan_share_p95,fan_vote_index_mean,fan_vote_index_median,fan_vote_index_p05,fan_vote_index_p95
1,1,Evander Holyfield,0.1651376146788991,4.5,False,False,percent,0.1612555274686435,0.12954258389816312,0.009707273023666613,0.42699067295977094,-2.1313202151621393,-1.9050099522926467,-4.625176794283387,-0.29414035634585617
1,1,Joey McIntyre,0.1834862385321101,2.0,False,False,percent,0.16376411498736324,0.12832306520168135,0.010954649124505302,0.4465669500339158,-2.1051750773129325,-1.9158698708915503,-4.502982059473846,-0.2145514562598009
1,1,John O'Hurley,0.1834862385321101,2.0,False,False,percent,0.1734591976749619,0.1391849482472035,0.008930499016332694,0.47839406615962515,-2.079676187049895,-1.822076099215729,-4.709349426827173,-0.08647770705644214
1,1,Kelly Monaco,0.1192660550458715,6.0,False,False,percent,0.1648673395168214,0.12967358651849292,0.011946716957877026,0.4146986050201817,-2.062654376778525,-1.903848563145292,-4.415282537875742,-0.34457504551381013
1,1,Rachel Hunter,0.1834862385321101,2.0,False,False,percent,0.17333454071060522,0.1411029793654138,0.009327437791663845,0.45888506428904935,-2.0507046838535454,-1.8061591441884963,-4.665466381018405,-0.16483213704555752
1,1,Trista Sutter,0.1651376146788991,4.5,False,False,percent,0.1633192796416047,0.13035465159442067,0.010725216616960333,0.4365990663339204,-2.094774327090154,-1.8978266994995343,-4.5243758081326275,-0.25497923866305844
1,2,Evander Holyfield,0.1157024793388429,6.0,False,False,percent,0.17111825378334153,0.13638338343123846,0.014276181063034632,0.4580762140190495,-1.9916410141208791,-1.8456590243638926,-4.234783844590733,-0.1680899639866001
1,2,Joey McIntyre,0.1735537190082644,3.0,False,False,percent,0.16968726412348617,0.13232346456451022,0.009080382421342568,0.44992640635249864,-2.057142474475417,-1.8805749511400514,-4.692529791295273,-0.20096805357755032
1,2,John O'Hurley,0.2148760330578512,1.0,False,False,percent,0.17117078611693748,0.13759939344325273,0.011426578015868218,0.4456443863557372,-2.0291287538578056,-1.8353739942379927,-4.460469752380293,-0.21828508873545016
1,2,Kelly Monaco,0.140495867768595,5.0,False,False,percent,0.18669698826512238,0.15488342699242125,0.015055978193036742,0.45783863641275985,-1.869802205902202,-1.6968018429616514,-4.180810111079108,-0.16904687990512593
1,2,Rachel Hunter,0.1983471074380165,2.0,False,False,percent,0.18062958813348687,0.14802370922654126,0.009244527477071812,0.46440862717179165,-1.992698403189158,-1.7501864214712108,-4.674438475215225,-0.1426068202886368
1,2,Trista Sutter,0.1570247933884297,4.0,True,False,percent,0.12069711957762566,0.09253149314157445,0.005249349483386699,0.3254796668312205,-2.5223571363378827,-2.2831098093822804,-5.244398048707338,-0.7287072180925991
1,3,Evander Holyfield,0.1226415094339622,5.0,True,False,percent,0.14534138371322475,0.10511389053049336,0.009250896392523834,0.4070440872378015,-2.249586695790492,-2.1416629424868523,-4.673779953514317,-0.37621101971404
1,3,Joey McIntyre,0.2075471698113207,3.0,False,False,percent,0.21657228379605306,0.17460619713978587,0.015727118650385914,0.5516290146641757,-1.681874033947684,-1.5533294122620491,-4.136518437785679,0.2072656747632451
1,3,John O'Hurley,0.2264150943396226,2.0,False,False,percent,0.21493863364577465,0.1770712024332683,0.015218926515952958,0.5342302153354052,-1.7180058755897523,-1.5363204818691294,-4.1698798728629205,0.13713547723674077
1,3,Kelly Monaco,0.1981132075471698,4.0,False,False,percent,0.2165602243318059,0.17945181105475905,0.014605836533978143,0.5425785154426025,-1.7151900749107278,-1.5200659384630328,-4.211627628382955,0.17072774867601653
1,3,Rachel Hunter,0.2452830188679245,1.0,False,False,percent,0.20658747451314163,0.17581175261699192,0.01264878597450915,0.5249487516585603,-1.7955943474748608,-1.5450058800594089,-4.357884252233378,0.09987844079685478
1,4,Joey McIntyre,0.217391304347826,4.0,False,False,percent,0.29531493765772654,0.2678961972714975,0.023424529172047157,0.6482676420419448,-1.1949445559133707,-1.005331531179399,-3.730268331808783,0.61143339424514
1,4,John O'Hurley,0.2282608695652173,3.0,False,False,percent,0.27605602656901934,0.24247078893715934,0.02715791855334578,0.6268791322790456,-1.2989966403963666,-1.1391809913785207,-3.57855328996437,0.5188518275259549
1,4,Kelly Monaco,0.2826086956521739,1.0,False,False,percent,0.27073442868933495,0.23683254667062376,0.02036764897908969,0.6611309389800873,-1.370589598975867,-1.1701265819325566,-3.8732734385680887,0.6683447157345221
1,4,Rachel Hunter,0.2717391304347826,2.0,True,False,percent,0.15789460708391917,0.12249336822993845,0.0075017118509965435,0.43975137061602504,-2.1570885385949263,-1.9690276266220064,-4.885141559273205,-0.2421712386192964
1,5,Joey McIntyre,0.3082191780821918,3.0,False,False,percent,0.34822843791516844,0.3048620772844107,0.028737146115382535,0.7964524023570729,-0.9026744219656757,-0.8242534476965881,-3.520433257830802,1.3642817969565704
1,5,John O'Hurley,0.3698630136986301,1.0,False,False,percent,0.33531779578484355,0.2915009777494957,0.026442652187745972,0.7753750434503532,-0.9956635851735004,-0.8881053413696871,-3.60598115872881,1.2389224699362344
1,5,Kelly Monaco,0.3219178082191781,2.0,False,False,percent,0.316453766299988,0.277154014517793,0.027999269992241584,0.7605725615221819,-1.0735612593087829,-0.9586231764426489,-3.547178443110508,1.1558211199822863
1,6,John O'Hurley,0.4954128440366973,2.0,False,False,percent,0.4977175515823011,0.49511768883504637,0.05018456870128305,0.9449531224315377,0.005680597950100586,-0.019530387831236784,-2.9405606596901435,2.842950178729665
1,6,Kelly Monaco,0.5045871559633027,1.0,False,False,percent,0.502282448417699,0.5048823111649536,0.05504687756846235,0.9498154312987169,-0.005680597950100408,0.019530387831236784,-2.8429501787296636,2.940560659690144
2,1,Drew Lachey,0.123076923076923,1.0,False,False,percent,0.10518055125079677,0.07639342121740036,0.005900498420036652,0.3091646737578303,-2.664909303498597,-2.492389958154014,-5.126807089803807,-0.8040276686776272
2,1,George Hamilton,0.0923076923076923,8.0,False,False,percent,0.09920297023206189,0.07340795880183103,0.005205807130985911,0.29649548221730415,-2.756106701854294,-2.5354829819783937,-5.2527786571691975,-0.8640425485459632
2,1,Giselle Fernandez,0.1179487179487179,2.5,False,False,percent,0.0992740833201549,0.07239504597638072,0.005296741083330119,0.2670207658621279,-2.761527009473383,-2.5504681609664015,-5.235352718935946,-1.0097910254596965
2,1,Jerry Rice,0.1076923076923077,5.0,False,False,percent,0.1068625255281525,0.08323574720494033,0.006478692545312238,0.28847093865095297,-2.6201664410558307,-2.3991772275025633,-5.032741881992353,-0.9028219372216604
2,1,Kenny Mayne,0.0666666666666666,9.0,True,False,percent,0.07952810329853328,0.05992514219477295,0.0031138773158544473,0.21696659144845334,-2.99845624850931,-2.7528724549782355,-5.768787484118223,-1.2834380532362573
2,1,Lisa Rinna,0.0974358974358974,7.0,False,False,percent,0.09590946465905681,0.07122142472028642,0.006666690189246499,0.27849397867985043,-2.7297123391126603,-2.5680766934608634,-5.003944948436421,-0.9519442851426996
2,1,Master P,0.0615384615384615,10.0,False,False,percent,0.10090642233700549,0.0730239301486934,0.004090611473213931,0.28859165471876924,-2.7658289233905835,-2.5411440767333655,-5.494964106708468,-0.902234259302237
2,1,Stacy Keibler,0.1128205128205128,4.0,False,False,percent,0.10577519561819165,0.07573231916723058,0.006604836588424335,0.30796216122165404,-2.6364029843709567,-2.5017973797875603,-5.013326488613578,-0.8096654802182867
2,1,Tatum O'Neal,0.1179487179487179,2.5,False,False,percent,0.10283839513741937,0.08231250900547808,0.006311639001304206,0.28136876252270837,-2.657157429260535,-2.4113340435674258,-5.05902848045537,-0.9376823510174901
2,1,Tia Carrere,0.1025641025641025,6.0,False,False,percent,0.10452228861862733,0.07674852994147055,0.006350261892791642,0.2929048607653924,-2.6579402327694015,-2.4873737278839174,-5.052971799556014,-0.8813177103931091
2,2,Drew Lachey,0.135,2.0,False,False,percent,0.12290571714648416,0.09281661820995535,0.007550510878346183,0.3118346322196116,-2.4551594336494014,-2.2797201310990296,-4.878570143463034,-0.7915561468379528
2,2,George Hamilton,0.11,5.5,False,False,percent,0.11278575793869525,0.086867746616583,0.006468004535611383,0.31083254675360433,-2.5491439066198733,-2.3524965869452705,-5.034400156337726,-0.7962299707576315
2,2,Giselle Fernandez,0.12,3.0,False,False,percent,0.11302148622628642,0.08804789456733678,0.006611869763961057,0.31628577951469244,-2.55396850362627,-2.337706944114351,-5.012255392707928,-0.7708968554123431
2,2,Jerry Rice,0.115,4.0,False,False,percent,0.10349374699750498,0.08029630715067801,0.008240346427062555,0.2763534638753926,-2.6162862428298865,-2.438327925785774,-4.790441922480204,-0.9626223914446648
2,2,Lisa Rinna,0.1,7.0,False,False,percent,0.11423576640043771,0.08264595190202326,0.006473386559378079,0.31767543105847557,-2.539041276107206,-2.406927647366685,-5.033562312732947,-0.7644784046994311
